Variable Name,state,county,stcnty,tract,tract_id,split_tr,qct_id,metro18,Area_Pop,cbsa,cbsasub18,VLIL4_2014,VLIL4_2015,VLIL4_2016,p0010001,p0420001,p0150001,B17001est1_14,B17001me1_14,B17001est2_14,B17001me2_14,B19013est1_14,B19013me1_14,B17001est1_15,B17001me1_15,B17001est2_15,B17001me2_15,B19013est1_15,B19013me1_15,B17001est1_16,B17001me1_16,B17001est2_16,B17001me2_16,B19013est1_16,B19013me1_16,avg_inc_factor,avg_pov_rate,qct
Variable Description,STATE FIPS code,COUNTY FIPS Code,Combined STATE and COUNTY FIPS codes,TRACT code as number with specified decimal,"State, County, tract FIPS codes for match with Census Data Sources","Indicates 2010 Census tract split by New England HMFA boundaries, 1 = split","UNIQUE IDENTIFIER: State, County, tract FIPS codes with 1 digit split indicator",Metropolitan Tract indicator = 1,MSA (Metro CBSA) or nonmetro part of State 100 percent count of population,"MSA (Metro CBSA) Code, set at 100,000 x State FIPS Code for nonmetro counties",HUD Metro FMR Area (HMFA) Code used in FMR and Income Limit Systems,"HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2010-2014 ACS Data","HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2011-2015 ACS Data","HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2012-2016 ACS Data","Tract 100 Percent Count of Population (2010 Census, SF-1)","Tract 100 Percent Count of Population in Group Quarters (not in Households) (2010 Census, SF-1)","Tract 100 Percent Count of Households (2010 Census, SF-1)","Persons for whom poverty status has been determined, estimate (2010-2014 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Persons in poverty, estimate (2010-2014 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Tract median household income, estimate (2010-2014 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, estimate (2011-2015 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Persons in poverty, estimate (2011-2015 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Tract median household income, estimate (2011-2015 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, estimate (2012-2016 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)","Persons in poverty, estimate ((2012-2016 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)","Tract median household income, estimate ((2012-2016 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)",Average Ratio of Tract Average Household Size Adjusted Income Limit to Tract Median Household Income,Average Tract Poverty Rate,"QCT 2019, 1=YES, 0=NO"
,24,3,24003,7311.04,24003731104,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4097,0,1393,4774,465,15,23,114688,21274,4325,305,67,66,102860,11704,4248,289,94,84,104519,10299,0.452554971,0,0
,24,3,24003,7311.05,24003731105,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3572,4,1276,3383,222,173,152,84500,19608,3434,225,181,131,90956,18756,3339,254,180,150,102404,17895,0.517798781,0,0
,24,3,24003,7312.01,24003731201,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6354,11,2315,6457,293,141,104,117813,11904,6431,261,183,108,118661,16269,6440,260,154,99,122226,19915,0.396289647,0,0
,24,3,24003,7312.02,24003731202,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7686,4,2751,6960,359,240,145,92652,10725,7263,388,203,133,92922,9251,7278,404,152,125,99688,7949,0.501693368,0,0
,24,3,24003,7312.03,24003731203,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7295,15,2504,7367,416,414,219,95941,9245,7173,407,202,132,109079,17954,7043,335,192,126,122582,25701,0.44635421,0,0
,24,3,24003,7312.04,24003731204,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6115,8,2305,6065,325,345,227,84722,37018,6123,370,311,258,83233,26108,6198,377,565,331,79474,23404,0.568977654,0,0
,24,3,24003,7313.03,24003731303,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6827,0,2507,7010,505,133,114,101880,9191,6617,489,62,72,110417,16132,6483,332,146,99,105741,21913,0.446510017,0,0
,24,3,24003,7313.06,24003731306,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6293,0,2280,6194,523,322,179,92008,20426,6183,446,196,113,94177,14135,6056,489,212,146,95066,18090,0.506567061,0,0
,24,3,24003,7313.07,24003731307,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6586,11,2378,6389,513,199,103,85431,8884,6787,595,274,154,87969,9373,6567,598,337,236,80571,14439,0.562088847,0,0
,24,3,24003,7313.08,24003731308,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3688,0,1403,3516,336,172,109,75020,12893,3595,294,175,137,77875,8596,3744,313,190,113,82612,6540,0.596612811,0,0
,24,3,24003,7313.09,24003731309,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5524,5,2021,5879,474,367,199,76171,6017,6124,481,429,211,77465,10226,5786,484,734,302,75539,6528,0.619618535,,0
,24,3,24003,7313.1,24003731310,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5247,0,1786,5126,251,149,106,100350,10182,5099,244,155,110,92885,5606,5273,256,198,109,92315,8366,0.509811759,0,0
,24,3,24003,7313.11,24003731311,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,8070,24,2697,8362,665,354,265,99211,9658,8461,624,363,234,95341,11109,8263,629,317,204,99125,14451,0.497581571,0,0
,24,3,24003,7401.02,24003740102,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6497,2,2598,7949,586,474,248,107205,13726,8704,667,528,275,101427,6567,9809,532,551,334,101704,3554,0.445730954,0,0
,24,3,24003,7401.03,24003740103,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,8479,11,2910,8398,437,536,326,97860,11358,8252,525,625,322,99407,9168,8555,473,440,219,106429,14724,0.477622896,,0
,24,3,24003,7401.04,24003740104,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7984,0,2805,7799,770,1240,780,90790,7363,8117,484,746,476,91852,7595,8614,521,744,550,89558,10244,0.528582871,0,0
,24,3,24003,7401.05,24003740105,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3533,0,1176,3508,396,458,300,59193,11675,4168,367,574,305,59800,8994,4008,323,516,348,64375,13719,0.79946965,0,0
,24,3,24003,7402.01,24003740201,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7238,4,2690,6965,757,313,150,70560,10208,7311,777,292,161,78598,13027,7754,754,401,201,77548,8829,0.624635458,,0
,24,3,24003,7402.03,24003740203,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5402,0,1813,5706,321,218,117,123571,15814,5742,271,293,152,116552,15591,6067,407,372,168,126750,9003,0.398458213,,0
,24,3,24003,7403.03,24003740303,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4211,5,1465,4368,284,324,211,82357,10594,4321,266,296,202,86684,6747,4551,419,462,428,96343,12452,0.545693278,0,0
,24,3,24003,7403.04,24003740304,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3950,0,1587,4120,394,177,181,92375,18871,4194,463,247,214,91858,14278,4661,289,177,123,92500,3933,0.498837233,0,0
,24,3,24003,7403.05,24003740305,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,10161,0,3754,11320,768,698,446,92500,7825,11579,688,721,465,90169,5954,11839,809,599,406,92655,7340,0.51431638,0,0
,24,3,24003,7404,24003740400,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4716,4716,0,0,12,0,12,,,0,17,0,17,,,0,17,0,17,,,0,0,0
,24,3,24003,7405,24003740500,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,9284,0,3921,10144,746,266,223,112061,8358,9968,790,167,172,114672,5952,10369,892,221,179,117707,6512,0.395175815,0,0
,24,3,24003,7406.01,24003740601,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3661,0,1125,4272,332,159,127,64414,10550,4335,299,110,104,69590,8147,4083,323,65,61,72147,10520,0.731467009,0,0
,24,3,24003,7406.02,24003740602,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3959,122,1059,3705,447,297,160,58996,4267,3998,416,456,240,60134,7305,3100,583,435,165,62327,6295,0.862738252,0.140000001,0
,24,3,24003,7406.03,24003740603,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1730,1151,181,801,246,46,57,68698,11337,801,210,5,7,61538,10198,1376,135,65,60,58857,5776,0.794690907,0,0
,24,3,24003,7407.01,24003740701,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5893,0,2701,4977,502,289,206,90996,12478,5226,503,393,252,85572,10379,5688,410,235,138,93674,9933,0.492961079,0,0
,24,3,24003,7407.02,24003740702,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,9644,0,3812,10339,401,415,258,104307,6210,10175,478,403,271,98970,10664,9676,459,337,185,105837,6753,0.449060887,0,0
,24,3,24003,7408,24003740800,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4396,69,1616,4425,259,188,109,104525,12540,4393,220,166,92,109013,12447,4424,254,221,92,110039,16036,0.43627888,,0
,24,3,24003,7409,24003740900,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6950,0,2474,7608,393,153,93,97481,7712,7578,499,292,167,92587,14777,7709,475,325,162,94012,12879,0.504528821,,0
,24,3,24003,7410,24003741000,0,2.40037E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2366,0,810,2315,124,25,26,118904,6593,2223,134,13,19,117212,11548,2270,145,18,18,128646,13091,0.398283064,0,0
,24,3,24003,7501.01,24003750101,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4292,19,1532,4099,408,896,362,45330,6409,4216,466,1030,467,54663,11473,4086,433,981,392,53125,10923,0.939574122,0.234333336,0
,24,3,24003,7501.02,24003750102,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2533,0,854,2601,265,418,292,53935,5339,2630,244,457,265,53879,5679,2703,254,517,246,54866,7480,0.896284938,0.191,0
,24,3,24003,7502.01,24003750201,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2741,110,1007,2902,363,406,260,57788,10024,2737,417,445,226,44781,18979,2917,321,461,258,43088,11565,0.978492022,0,1
,24,3,24003,7502.02,24003750202,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3426,7,1250,2991,246,203,91,69479,22435,3032,258,245,129,73320,5405,3127,354,373,250,69342,20787,0.670098305,0.068000004,0
,24,3,24003,7502.03,24003750203,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1463,0,539,1425,205,42,37,77000,15462,1357,189,58,38,71989,13544,1204,174,36,28,71364,11427,0.64393419,0,0
,24,3,24003,7503,24003750300,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2655,0,1028,2537,313,266,159,67583,12228,2801,393,226,140,70685,14476,2743,382,340,222,74375,9187,0.657213211,0,0
,24,3,24003,7504,24003750400,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4090,1,1582,4270,278,193,115,86696,10643,4010,251,102,60,88125,9312,3993,271,138,75,92411,15784,0.522700727,0,0
,24,3,24003,7508.01,24003750801,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5849,12,2081,6130,497,94,97,82817,10636,6166,492,162,133,83284,13654,6282,582,182,130,88377,10031,0.563037992,0,0
,24,3,24003,7508.03,24003750803,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6884,0,2752,8066,1038,693,291,55306,6945,8295,971,1055,456,55335,6331,8338,915,1067,399,60259,11071,0.810062408,0.113666669,0
,24,3,24003,7508.04,24003750804,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4016,3,1470,4169,252,582,279,64408,8108,3907,358,271,138,63656,5247,3692,449,437,253,62530,11572,0.745019376,0.140000001,0
,24,3,24003,7509,24003750900,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3066,5,1248,3004,307,160,81,64415,3389,2770,287,243,104,64128,5471,2781,249,240,123,65455,8415,0.708566248,,0
,24,3,24003,7510,24003751000,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3893,0,1472,3878,341,265,104,61575,8205,3778,283,291,127,58385,9757,3833,359,197,86,62449,8006,0.771238029,,0
,24,3,24003,7511.02,24003751102,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4037,373,1687,3610,357,295,154,65349,4166,3441,364,341,167,63138,6313,3794,317,357,162,64703,5493,0.6880005,,0
,24,3,24003,7511.03,24003751103,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5865,157,2207,5391,469,523,306,70625,9452,5495,461,487,272,70549,11190,5385,465,402,274,65231,11357,0.677570999,0,0
,24,3,24003,7512,24003751200,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3891,17,1477,4041,276,359,132,90435,30059,4231,316,334,168,93333,17898,4151,330,341,155,96813,12345,0.500071466,,0
,24,3,24003,7514,24003751400,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4169,4,1562,3932,224,261,127,101222,11912,3916,255,225,112,101056,22523,3910,277,167,103,101929,15443,0.463275999,,0
,24,3,24003,7515,24003751500,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6809,78,2364,6630,660,261,182,72807,10682,6903,559,348,216,75202,13027,7019,738,443,272,71111,12854,0.657007813,0,0
,24,3,24003,7516,24003751600,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4950,222,2431,4857,424,217,132,76375,10331,4915,460,229,161,81250,10303,5003,436,299,178,80647,12387,0.542597175,0,0
,24,3,24003,7517,24003751700,0,2.40038E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2782,81,975,2620,172,50,40,147159,36618,2704,162,65,44,159750,33983,2746,150,56,45,160278,35450,0.305705518,0,0
,24,3,24003,9800,24003980000,0,2.4004E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,18,5,3,14,16,0,12,,,13,17,0,12,,,0,12,0,12,,,0,0,0
,24,3,24003,9900,24003990000,0,2.4004E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,0,0,0,0,12,0,12,,,0,12,0,12,,,0,12,0,12,,,0,0,0
,24,5,24005,4001,24005400100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4351,353,2364,4417,378,274,172,55112,6374,4277,391,271,175,55288,5240,4115,275,269,145,49095,7420,0.786853611,0,0
,24,5,24005,4002,24005400200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2525,3,1101,2511,179,241,109,66944,8777,2539,203,304,133,68958,11450,2483,190,339,148,66888,8883,0.664990723,0.117666662,0
,24,5,24005,4004,24005400400,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5961,223,2262,5489,387,362,156,101161,16764,5544,392,287,154,110464,16322,5585,390,290,170,110116,15753,0.432128221,,0
,24,5,24005,4005,24005400500,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2418,30,853,2488,120,66,50,143150,14285,2568,114,69,41,134286,13989,2506,122,68,41,144479,25673,0.339480549,0,0
,24,5,24005,4006,24005400600,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2871,53,1214,2671,264,288,125,70556,7233,2747,329,296,123,72400,8312,2915,354,302,112,75109,16627,0.620860279,0.106666669,0
,24,5,24005,4007.01,24005400701,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2789,7,1277,2891,262,77,48,70099,10084,3023,255,64,37,65948,10021,2965,266,107,62,68603,10992,0.650285423,0,0
,24,5,24005,4007.02,24005400702,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1795,116,654,1861,172,56,40,82500,7681,1751,193,68,43,80444,10208,1813,185,58,37,80848,15758,0.571550071,0,0
,24,5,24005,4008,24005400800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2712,10,1086,2640,296,206,161,66875,11522,2652,335,132,102,66801,9632,2768,359,183,136,78854,24969,0.653108299,0,0
,24,5,24005,4009,24005400900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1944,9,753,2211,230,323,161,50774,16917,2132,201,280,166,51641,17203,2062,175,244,147,62050,13713,0.853890359,0.145999998,0
,24,5,24005,4010,24005401000,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2409,420,827,2318,350,64,61,81250,18996,2317,315,75,48,84259,9238,2203,186,103,49,83333,18217,0.549379885,,0
,24,5,24005,4011.01,24005401101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6487,47,2320,6447,589,485,333,67500,6491,6763,660,640,378,62144,4199,6508,776,756,432,63036,3972,0.741702497,0,0
,24,5,24005,4011.02,24005401102,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,962,6,457,1100,160,114,68,58625,11320,1109,192,186,81,60568,17693,1040,156,156,70,53607,5842,0.763776422,0.159000009,0
,24,5,24005,4012,24005401200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3270,13,1180,3170,289,182,98,65722,11913,3117,331,267,122,63977,7050,3070,325,238,125,68298,12287,0.719898701,,0
,24,5,24005,4013.01,24005401301,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3891,1,1404,3580,281,273,183,59102,8703,3774,394,140,88,57992,6959,3541,235,171,119,57093,8285,0.819042385,0,0
,24,5,24005,4013.02,24005401302,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2650,0,1230,2609,267,247,109,43750,11115,2605,258,202,105,45588,7755,2625,283,171,76,44844,7902,0.988516986,,0
,24,5,24005,4014,24005401400,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1495,0,569,1640,113,50,40,105441,12906,1690,123,33,36,106927,14215,1781,126,26,25,99896,11422,0.449756056,0,0
,24,5,24005,4015.03,24005401503,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6490,18,2665,6756,319,294,170,91976,5595,6755,288,228,147,91481,5732,6636,347,164,119,93651,7022,0.494636148,0,0
,24,5,24005,4015.04,24005401504,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5846,17,2153,6635,354,466,293,94318,11295,6563,507,453,298,99571,8094,6279,472,581,278,89275,12134,0.501166224,,0
,24,5,24005,4015.05,24005401505,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4039,124,1568,4403,485,262,116,79464,9556,4440,606,287,115,82194,8017,4425,509,507,223,66806,10838,0.610143721,,0
,24,5,24005,4015.06,24005401506,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4523,10,1751,5110,426,312,224,73545,6852,5144,380,374,216,73214,10238,5036,373,126,79,69668,10052,0.644972622,0,0
,24,5,24005,4015.07,24005401507,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5129,50,2023,5521,462,724,406,52316,10377,5772,566,755,461,56363,4893,5996,572,831,521,55943,5011,0.841552615,0,0
,24,5,24005,4022.01,24005402201,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3441,493,1079,3739,359,550,263,101583,14848,3691,408,709,271,87000,18930,3611,410,647,277,82266,21891,0.528687537,0.172666669,0
,24,5,24005,4022.02,24005402202,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1697,5,614,1580,129,3,5,123088,8849,1562,154,5,4,122667,8154,1509,146,14,13,123674,9891,0.385413736,0,0
,24,5,24005,4023.02,24005402302,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4990,17,1734,5198,382,286,109,68431,14439,5553,463,319,114,73225,8276,5471,342,297,119,77888,9774,0.658498764,,0
,24,5,24005,4023.03,24005402303,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6426,91,2471,7117,647,594,273,71053,14395,6586,584,790,394,75649,10802,6752,502,693,350,78644,9639,0.618939281,0.101499997,0
,24,5,24005,4023.04,24005402304,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3593,6,1364,4037,341,389,297,57946,13674,3973,439,292,233,68725,5753,3890,432,191,139,66944,5134,0.728748977,0,0
,24,5,24005,4023.05,24005402305,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1977,3,773,2074,225,330,188,49602,8734,2180,182,306,170,49359,8850,2199,176,326,107,52574,9525,0.918527007,0.148000002,0
,24,5,24005,4023.06,24005402306,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3798,9,1559,3678,315,422,167,48235,3590,3984,317,364,137,47256,6076,4008,309,506,236,46649,6601,0.964751899,0.11066667,0
,24,5,24005,4023.07,24005402307,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5925,158,2441,5531,502,1095,534,49659,8297,5719,686,1273,477,49810,10812,6329,525,989,484,59982,6118,0.859087229,0.192333341,0
,24,5,24005,4024.03,24005402403,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2283,5,833,2151,250,181,97,54063,19148,2229,204,222,103,54600,21037,2058,193,211,94,56339,14809,0.861023605,0.101500005,0
,24,5,24005,4024.04,24005402404,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5072,3,2134,5331,559,508,250,41906,7779,5262,512,659,301,45516,9010,5234,584,731,273,49208,4870,1.000779033,0.119999997,0
,24,5,24005,4024.05,24005402405,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3433,3,1365,2970,338,204,102,56410,6200,3255,306,279,159,56179,7464,3461,373,329,178,56875,7865,0.816884935,0,0
,24,5,24005,4024.06,24005402406,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6532,10,2673,6419,557,755,385,56250,4637,6425,571,684,380,58526,4637,6330,672,643,312,63958,10072,0.769864559,0.101999998,0
,24,5,24005,4024.07,24005402407,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1371,20,567,1521,247,134,84,62386,10537,1513,214,162,93,64444,13962,1412,152,214,103,61250,15479,0.725176394,0.151999995,0
,24,5,24005,4025.03,24005402503,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4524,261,1784,5030,469,998,430,54201,17939,4809,439,867,431,52372,12337,4763,463,709,301,54272,9722,0.848398507,0.175666675,0
,24,5,24005,4025.04,24005402504,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4177,0,1491,4190,317,343,252,92936,12152,4199,371,358,297,81307,9964,4375,399,355,260,84980,12840,0.553899348,0,0
,24,5,24005,4025.05,24005402505,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3239,12,1325,3233,421,324,243,49722,9751,3347,443,257,214,47703,12911,3603,353,346,231,49318,8555,0.935084522,0,0
,24,5,24005,4025.06,24005402506,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4304,32,1461,4022,293,210,125,74083,12993,4237,390,224,87,74525,6182,4397,364,183,76,79225,8770,0.637429297,,0
,24,5,24005,4025.09,24005402509,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,8541,9,3749,8854,631,163,160,80521,10283,8923,709,242,191,82193,12546,9175,699,282,197,81546,9409,0.550999582,0,0
,24,5,24005,4026.02,24005402602,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2045,33,711,2003,178,214,121,77554,25559,2141,153,323,149,63750,23169,2254,169,333,125,66480,12789,0.696101367,0.149499997,0
,24,5,24005,4026.03,24005402603,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6017,43,2342,6101,571,292,186,105104,11156,6020,606,302,173,100363,12071,6796,896,222,150,114872,16578,0.435303032,0,0
,24,5,24005,4026.04,24005402604,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5966,53,2131,5593,470,698,470,62438,18361,5809,595,889,529,62170,20512,6121,599,783,638,77522,12319,0.713038325,0,0
,24,5,24005,4031,24005403100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2462,205,915,2389,305,100,61,62734,7154,2216,214,122,55,68138,4970,2189,254,196,85,66858,5445,0.697129846,0.072500005,0
,24,5,24005,4032.01,24005403201,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3076,12,1144,2994,348,230,125,62880,11307,3252,385,257,149,67773,13387,3182,312,228,116,66012,14287,0.718247116,0,0
,24,5,24005,4032.02,24005403202,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2076,0,766,1999,187,184,115,64750,6658,1997,186,136,101,66027,5186,2017,193,112,66,67500,10048,0.714511573,0,0
,24,5,24005,4033,24005403300,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2443,0,998,2358,220,49,26,68542,8446,2352,176,85,43,67875,8155,2376,176,94,44,72361,11873,0.658420205,,0
,24,5,24005,4034.01,24005403401,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3336,156,1800,3091,226,223,92,51772,7135,3206,250,196,90,57962,9940,3275,264,219,98,63203,10331,0.73488915,,0
,24,5,24005,4034.02,24005403402,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4442,88,2050,4465,494,711,261,36339,4844,4583,477,643,244,43534,6889,5181,716,1192,698,44727,7614,1.068894267,0.149499997,1
,24,5,24005,4035,24005403500,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4958,3,1760,5348,249,333,169,80682,8873,5379,279,323,166,84286,17358,5200,239,178,118,87120,17477,0.569132984,0,0
,24,5,24005,4036.01,24005403601,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4682,0,1977,4723,229,156,82,86797,12978,4616,223,138,74,86905,13590,4686,212,161,75,86969,9372,0.522043169,0.034000002,0
,24,5,24005,4036.02,24005403602,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5133,0,2158,5684,453,535,358,79043,9411,5633,463,493,266,80720,6494,6048,360,439,232,86933,5742,0.553082407,0,0
,24,5,24005,4037.01,24005403701,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6819,39,3182,7030,520,741,307,79049,5938,7332,624,639,254,78229,4598,7466,506,799,278,74750,7844,0.570267379,,0
