Variable Name,state,county,stcnty,tract,tract_id,split_tr,qct_id,metro18,Area_Pop,cbsa,cbsasub18,VLIL4_2014,VLIL4_2015,VLIL4_2016,p0010001,p0420001,p0150001,B17001est1_14,B17001me1_14,B17001est2_14,B17001me2_14,B19013est1_14,B19013me1_14,B17001est1_15,B17001me1_15,B17001est2_15,B17001me2_15,B19013est1_15,B19013me1_15,B17001est1_16,B17001me1_16,B17001est2_16,B17001me2_16,B19013est1_16,B19013me1_16,avg_inc_factor,avg_pov_rate,qct
Variable Description,STATE FIPS code,COUNTY FIPS Code,Combined STATE and COUNTY FIPS codes,TRACT code as number with specified decimal,"State, County, tract FIPS codes for match with Census Data Sources","Indicates 2010 Census tract split by New England HMFA boundaries, 1 = split","UNIQUE IDENTIFIER: State, County, tract FIPS codes with 1 digit split indicator",Metropolitan Tract indicator = 1,MSA (Metro CBSA) or nonmetro part of State 100 percent count of population,"MSA (Metro CBSA) Code, set at 100,000 x State FIPS Code for nonmetro counties",HUD Metro FMR Area (HMFA) Code used in FMR and Income Limit Systems,"HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2010-2014 ACS Data","HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2011-2015 ACS Data","HMFA Very-Low Income Limits for 4-person households for FY2018, based on 50% of Area Median Gross Income, de-trended and CPI-matched to 2012-2016 ACS Data","Tract 100 Percent Count of Population (2010 Census, SF-1)","Tract 100 Percent Count of Population in Group Quarters (not in Households) (2010 Census, SF-1)","Tract 100 Percent Count of Households (2010 Census, SF-1)","Persons for whom poverty status has been determined, estimate (2010-2014 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Persons in poverty, estimate (2010-2014 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Tract median household income, estimate (2010-2014 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval (2010-2014 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, estimate (2011-2015 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Persons in poverty, estimate (2011-2015 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Tract median household income, estimate (2011-2015 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval (2011-2015 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, estimate (2012-2016 ACS 5-year Tabulations)","Persons for whom poverty status has been determined, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)","Persons in poverty, estimate ((2012-2016 ACS 5-year Tabulations)","Persons in poverty, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)","Tract median household income, estimate ((2012-2016 ACS 5-year Tabulations)","Tract median Household income, margin of error for 90% confidence interval ((2012-2016 ACS 5-year Tabulations)",Average Ratio of Tract Average Household Size Adjusted Income Limit to Tract Median Household Income,Average Tract Poverty Rate,"QCT 2019, 1=YES, 0=NO"
,24,5,24005,4037.02,24005403702,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5014,484,2091,4291,588,177,131,73250,9245,4404,619,254,227,67237,14840,4561,596,529,337,61528,12200,0.66098845,0,0
,24,5,24005,4038.01,24005403801,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1738,0,626,1623,143,65,50,186875,19598,1661,149,68,52,188194,17661,1701,154,61,54,192188,33762,0.251614064,0,0
,24,5,24005,4038.02,24005403802,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2863,0,1111,2750,175,118,80,184531,17901,2852,177,140,79,167938,22842,2944,213,93,66,156414,9083,0.27544418,0,0
,24,5,24005,4038.03,24005403803,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3131,0,1475,3371,227,92,61,104565,11156,3274,206,139,70,102612,13744,3297,190,123,79,85813,17490,0.454679549,0,0
,24,5,24005,4041.01,24005404101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4150,0,1755,4990,465,399,481,97364,5213,4923,472,546,452,86165,11009,5036,439,538,424,86159,8978,0.506152332,0,0
,24,5,24005,4041.02,24005404102,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5311,6,2067,5670,488,575,438,63793,9912,5919,616,527,406,65560,9768,5524,385,157,122,62780,12131,0.725346327,0,0
,24,5,24005,4042.01,24005404201,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5777,1,2194,6371,490,738,414,63870,13823,6578,604,573,313,65409,9277,6700,664,501,270,71735,7059,0.699909389,0,0
,24,5,24005,4042.02,24005404202,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7920,1360,2731,7648,663,666,247,54196,4490,8387,653,1007,495,55340,3906,8193,655,1031,516,58775,6512,0.812579691,0.103499994,0
,24,5,24005,4044.02,24005404402,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6477,6,2273,5907,330,122,106,111250,15130,6050,344,264,192,116667,21410,6211,390,268,240,121394,19982,0.412300855,0,0
,24,5,24005,4044.03,24005404403,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4960,165,1973,5296,503,1303,409,48112,4809,5105,393,1111,343,48316,4208,4819,342,970,294,48000,4999,0.949225068,0.221666664,0
,24,5,24005,4044.04,24005404404,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4812,17,1931,4676,317,465,243,61548,13966,4682,300,415,216,64772,12410,4642,311,413,198,79031,9780,0.679194987,,0
,24,5,24005,4045.01,24005404501,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6676,69,2505,7128,656,770,360,66080,8358,6970,529,566,324,70075,4397,6951,535,667,331,69866,5386,0.682220757,0.101999998,0
,24,5,24005,4045.02,24005404502,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3743,9,1530,3777,321,615,316,53162,7909,4076,533,843,366,47401,10554,4055,528,727,362,48250,7525,0.924822092,0.193000004,0
,24,5,24005,4046,24005404600,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2682,8,1021,2573,236,115,71,79444,18278,2596,273,170,92,79375,20511,2700,236,182,83,81607,32741,0.583019793,,0
,24,5,24005,4048,24005404800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1953,0,677,2031,134,15,17,127500,14973,2012,110,16,17,119583,20936,1973,97,8,12,114125,19943,0.40092057,0,0
,24,5,24005,4049,24005404900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4745,0,1803,4786,239,377,142,119861,19106,4636,241,338,120,119730,25291,4295,194,281,130,129152,17118,0.381059438,,0
,24,5,24005,4050,24005405000,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4446,5,1695,4525,309,250,172,82227,6524,4574,294,256,178,81250,7362,4594,271,152,87,87104,14086,0.559822381,0,0
,24,5,24005,4060,24005406000,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5789,5,1990,5545,323,116,86,99474,13205,5506,373,147,91,101250,11211,5646,378,119,102,105994,12209,0.4724738,0,0
,24,5,24005,4070.01,24005407001,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3267,0,1194,3255,236,117,94,102722,13439,3109,212,88,59,100750,11754,3034,180,68,65,95588,13180,0.47557047,0,0
,24,5,24005,4070.02,24005407002,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5497,35,1936,6077,370,124,68,112276,21863,6011,371,82,47,112500,21846,5933,266,119,80,97656,9140,0.447042793,0,0
,24,5,24005,4081,24005408100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5924,325,2314,5809,429,137,103,106014,8282,5645,423,65,48,112958,18189,5397,481,110,78,105461,20613,0.422473878,0,0
,24,5,24005,4082,24005408200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1853,0,688,2079,181,17,25,153913,14155,1878,135,29,37,148125,27026,1843,158,27,35,131354,29370,0.327819973,0,0
,24,5,24005,4083.02,24005408302,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2947,0,1210,2966,152,109,78,113250,9544,2983,163,130,80,105000,18229,3032,183,128,83,113063,17924,0.414517671,0,0
,24,5,24005,4083.03,24005408303,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3494,0,1128,3499,142,57,52,147647,33076,3532,178,35,30,140645,17554,3435,154,40,37,172750,20438,0.323202968,0,0
,24,5,24005,4083.04,24005408304,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4677,67,2221,4870,310,167,101,82148,9155,4917,309,189,122,88580,17204,4998,286,188,112,84031,21399,0.516011715,0,0
,24,5,24005,4084,24005408400,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,773,88,423,699,86,71,57,69514,16626,608,80,54,42,63750,13113,629,69,35,25,67813,10778,0.616999209,0,0
,24,5,24005,4085.02,24005408502,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5586,513,2195,4916,370,71,62,99674,16372,4781,364,79,48,106042,19271,4745,328,70,51,101429,16515,0.440343946,0,0
,24,5,24005,4085.03,24005408503,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3377,0,1389,3156,285,552,226,51458,8923,3165,349,481,173,60188,11394,3316,323,496,223,60776,9991,0.799583137,0.158999994,0
,24,5,24005,4085.05,24005408505,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3853,0,1536,4026,238,352,191,91481,8488,3929,219,352,191,85063,13149,3907,212,348,181,81933,7853,0.536550343,0,0
,24,5,24005,4085.06,24005408506,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4706,95,2277,4585,390,594,286,56528,7137,4490,340,531,252,52227,7588,4558,496,754,327,49022,10429,0.830200434,0.137666672,0
,24,5,24005,4085.07,24005408507,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5966,0,2807,6536,576,816,505,58438,6923,6529,551,791,505,56414,5389,6410,646,468,270,58750,4398,0.76132679,0,0
,24,5,24005,4086.01,24005408601,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3760,0,1510,3981,194,20,22,83550,6122,4042,188,29,24,88317,8489,4012,172,68,51,97900,9796,0.513798237,0,0
,24,5,24005,4086.02,24005408602,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2094,0,840,2049,130,26,21,103085,6966,2101,158,34,26,94861,12295,2134,144,30,23,92500,6347,0.476623416,0,0
,24,5,24005,4087.02,24005408702,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2445,0,1036,2413,112,23,21,94063,22570,2399,141,68,70,101288,15308,2434,137,102,118,103468,19034,0.45562911,0,0
,24,5,24005,4087.03,24005408703,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5944,0,2731,6105,310,199,111,87736,5989,6114,342,185,108,88006,5559,6138,344,231,130,88768,6254,0.50267756,0,0
,24,5,24005,4087.04,24005408704,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5458,0,2007,5840,382,99,93,129940,6158,5647,267,107,85,124821,9725,5661,262,179,145,121741,9111,0.376935869,0,0
,24,5,24005,4088,24005408800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2304,0,1018,2374,165,211,134,81250,11943,2444,180,218,122,81354,10553,2350,179,116,71,84297,7684,0.544351578,0,0
,24,5,24005,4089,24005408900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2853,0,1207,2886,221,126,106,94500,23326,2871,219,152,123,83971,17400,2697,215,108,89,100795,10382,0.489650071,0,0
,24,5,24005,4101,24005410100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6029,45,2139,5445,417,276,181,130625,18210,5389,292,293,193,126174,15190,5263,325,242,157,114577,22825,0.386549026,0,0
,24,5,24005,4102,24005410200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4664,0,1647,4970,322,324,249,122059,10522,4930,178,195,126,128972,9724,4924,188,73,42,147902,17576,0.36219433,0,0
,24,5,24005,4111.01,24005411101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2261,0,807,2310,202,80,82,102083,21329,2242,159,38,40,108333,18814,2247,137,92,81,97206,28289,0.466299146,0,0
,24,5,24005,4111.02,24005411102,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3043,8,1148,3033,186,62,49,94420,16662,2912,233,28,25,100104,12030,2942,224,134,114,97039,10093,0.482369721,0,0
,24,5,24005,4112.01,24005411201,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3205,0,1199,3248,184,27,32,108000,13541,3222,175,44,30,110784,5060,3208,171,28,25,111866,4481,0.426617384,0,0
,24,5,24005,4112.02,24005411202,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3770,30,1502,3416,222,56,64,103681,17081,3478,294,60,59,125227,12830,3524,266,71,65,125987,15065,0.392085314,0,0
,24,5,24005,4113.02,24005411302,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3310,18,1113,3729,320,344,219,88889,19863,3609,311,296,196,92976,11441,3566,230,153,94,97794,14984,0.521561921,0,0
,24,5,24005,4113.03,24005411303,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6040,0,2653,5817,570,492,322,62900,14352,5701,603,543,345,66563,14116,5750,636,648,363,69906,10206,0.676193416,0,0
,24,5,24005,4113.06,24005411306,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5455,0,2240,5598,432,154,132,75012,10045,5747,411,166,135,85467,11341,5691,414,349,326,86149,13809,0.558297813,0,0
,24,5,24005,4113.07,24005411307,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3600,2,1521,3844,332,151,90,68598,6096,3833,302,204,113,71776,7725,3710,294,204,107,74386,5459,0.634029627,0,0
,24,5,24005,4113.08,24005411308,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3546,0,1367,3383,231,82,66,80660,14171,3512,211,44,35,81250,10057,3403,200,52,45,81908,8207,0.573191941,0,0
,24,5,24005,4113.09,24005411309,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,7950,0,2982,8867,531,275,113,102405,7986,8494,459,228,118,100295,8789,8531,524,218,133,108292,11450,0.453533918,,0
,24,5,24005,4114.04,24005411404,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3784,8,1380,3743,216,107,63,79338,11129,3754,230,101,61,83125,17749,3691,202,112,59,83214,16581,0.578506529,0,0
,24,5,24005,4114.06,24005411406,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4393,0,1783,4569,259,236,148,93125,9521,4462,244,222,130,92819,14432,4355,236,249,146,86215,7124,0.506480932,0,0
,24,5,24005,4114.07,24005411407,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,11137,2,5679,9154,559,849,396,49175,6256,10189,573,1135,509,46449,6406,10885,938,1027,409,53186,8244,0.872367442,0.099333331,0
,24,5,24005,4114.08,24005411408,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3450,0,1511,3400,303,151,99,53512,8217,3221,199,278,181,54932,6226,3377,245,237,177,62513,5383,0.791243196,0,0
,24,5,24005,4114.09,24005411409,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5282,3,1851,5294,325,379,277,104101,8640,5312,298,396,318,97500,11468,5360,305,318,299,99911,10989,0.477789789,0,0
,24,5,24005,4114.1,24005411410,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4554,0,1713,4796,237,146,122,74598,10887,4726,223,250,175,78346,8791,4808,246,293,170,82089,11487,0.599862814,0,0
,24,5,24005,4201,24005420100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3623,157,1344,3558,237,303,146,47440,6931,3839,294,322,158,49952,6375,3724,278,252,140,50702,6141,0.942666173,,0
,24,5,24005,4202,24005420200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2444,0,1111,2264,235,206,132,41316,2844,2328,217,136,66,49444,9439,2339,273,146,68,49750,10145,0.955753922,,0
,24,5,24005,4203.01,24005420301,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2355,0,1021,2738,280,535,228,48682,4254,2540,263,491,235,49214,7050,2391,223,550,189,44375,11197,0.951780558,0.206,0
,24,5,24005,4203.02,24005420302,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2705,0,991,2704,223,202,94,56648,7823,2559,207,251,134,55227,8448,2480,224,311,182,56953,13119,0.840961039,,0
,24,5,24005,4203.03,24005420303,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1333,0,506,1285,92,90,59,66786,10373,1350,91,102,62,70592,11451,1313,88,44,28,65833,13342,0.691664934,0,0
,24,5,24005,4204.01,24005420401,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6414,0,2170,6038,865,390,263,56705,5983,6227,764,636,365,55978,4643,6358,723,954,470,54186,2282,0.873183966,0.150000006,0
,24,5,24005,4204.02,24005420402,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2115,0,779,2210,263,236,118,60972,11380,2081,228,173,87,61797,14722,2078,216,182,95,52361,9455,0.814203262,0,0
,24,5,24005,4205,24005420500,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3575,0,1394,3172,349,347,146,49044,9587,3243,327,406,163,46524,6093,3358,328,281,135,47344,6845,0.975054502,0.105999999,0
,24,5,24005,4206,24005420600,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4289,144,1458,4248,328,898,387,45997,3918,4153,498,997,412,46557,4577,4184,403,959,317,46800,6086,1.031943679,0.226666659,1
,24,5,24005,4207.01,24005420701,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2973,0,1206,3617,511,483,305,45737,5692,3435,475,322,173,47417,5127,3360,486,340,191,48750,3437,0.970611036,0,0
,24,5,24005,4207.02,24005420702,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2071,0,797,2012,232,270,149,48167,18445,1980,230,290,124,43882,8613,1982,218,302,138,42581,8503,1.041716456,0.148999989,1
,24,5,24005,4208,24005420800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3513,0,1326,3450,301,466,276,56346,11670,3521,309,464,257,54335,8729,3077,372,468,245,50292,4612,0.875986397,0,0
,24,5,24005,4209,24005420900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3505,32,1477,3206,308,666,215,35996,7890,3419,363,874,321,38793,8126,3711,319,952,315,38307,10069,1.201998949,0.240333334,1
,24,5,24005,4210,24005421000,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1851,0,887,1868,148,495,189,28661,5912,1755,168,511,125,24286,4203,1735,165,421,135,25793,5257,1.678118944,0.266333342,1
,24,5,24005,4211.01,24005421101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3185,47,1334,2892,295,317,169,41182,7144,3072,256,391,179,43684,9758,3292,251,453,215,48417,6752,1.02322948,0.132499993,1
,24,5,24005,4211.02,24005421102,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2347,0,948,2134,157,227,116,51689,5718,2186,170,290,97,51792,4521,2364,246,416,204,51111,6039,0.891641021,0.154500008,0
,24,5,24005,4212,24005421200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,1839,0,734,1673,121,134,77,53837,7119,1725,126,146,73,57607,9788,1585,148,214,105,52649,5243,0.844256461,0.135000005,0
,24,5,24005,4213,24005421300,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3289,13,1263,2798,378,623,219,30426,7339,2812,365,721,253,27484,8459,2823,340,836,290,33229,6816,1.542043328,0.258333325,1
,24,5,24005,4301.01,24005430101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4221,0,1525,3997,481,729,366,43521,5159,4368,554,1214,481,44734,4663,4507,568,1372,498,42074,7961,1.094843507,0.291000009,1
,24,5,24005,4301.04,24005430104,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2798,0,1000,2887,312,380,246,62946,15104,3138,351,330,266,66927,14242,2959,307,304,234,72083,8558,0.710380852,0,0
,24,5,24005,4302,24005430200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2852,0,1086,2870,278,555,277,44076,13829,2891,264,537,248,42045,13063,2887,233,335,202,48500,10400,1.045342326,0.189500004,1
,24,5,24005,4303,24005430300,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5557,0,1971,5819,554,1620,540,42337,8057,5599,557,1441,443,42432,7967,5478,590,1731,548,37181,7900,1.181008101,0.28366667,1
,24,5,24005,4304,24005430400,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4407,113,1633,4485,430,726,336,68417,9519,4545,429,528,251,72763,8466,4466,483,657,236,69464,9827,0.666683614,0.141666666,0
,24,5,24005,4306,24005430600,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2463,59,912,2293,203,159,94,79219,7792,2415,160,162,91,86964,12535,2374,140,145,98,92500,15867,0.544913828,0,0
,24,5,24005,4307,24005430700,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5009,0,2023,5011,315,225,168,83854,12665,5356,403,169,144,80230,9827,5340,386,301,209,87903,10216,0.547652662,0,0
,24,5,24005,4308,24005430800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3530,0,1467,3449,268,255,152,69100,12965,3417,251,191,108,73269,13927,3456,316,279,131,73523,12278,0.633636296,,0
,24,5,24005,4309,24005430900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5074,8,2017,5828,539,630,425,54196,12788,5634,520,741,443,50504,7371,5632,527,945,514,52312,4950,0.882299244,0,0
,24,5,24005,4401,24005440100,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4451,4,1795,4706,299,444,169,70500,6097,4595,280,350,171,70078,6125,4729,301,313,180,71133,6744,0.651163876,,0
,24,5,24005,4402,24005440200,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2486,5,1087,2389,216,232,139,61197,5154,2369,220,247,131,57292,6939,2312,199,255,128,61623,3973,0.748524427,0,0
,24,5,24005,4403,24005440300,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2214,87,939,2099,167,215,125,51534,8520,2013,172,219,99,57895,11393,1980,153,274,135,60031,12979,0.796271503,0.123499997,0
,24,5,24005,4404,24005440400,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5486,10,2065,5266,341,308,264,65339,7154,5274,333,296,240,72108,12051,4824,334,84,81,69583,12556,0.680674255,0,0
,24,5,24005,4405,24005440500,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3164,0,1310,3041,189,107,65,60174,5349,2988,176,132,79,60639,4739,3075,179,161,87,60951,6267,0.752882898,0,0
,24,5,24005,4406,24005440600,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2273,0,750,2207,239,60,44,113828,12076,2296,212,74,49,105833,8137,2295,180,56,46,107065,6272,0.449971944,0,0
,24,5,24005,4407.01,24005440701,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,6696,429,2487,6559,617,887,412,60184,9612,6661,641,886,402,56959,17733,7195,800,729,443,59091,14471,0.786558092,0.134000003,0
,24,5,24005,4407.02,24005440702,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5178,0,2316,5090,444,187,154,63519,14547,4900,554,200,147,59141,5895,4941,657,195,164,59787,3914,0.734852433,0,0
,24,5,24005,4408,24005440800,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2837,0,1172,3207,277,124,73,66513,13658,3359,267,187,97,68516,12259,3401,303,220,107,76007,14689,0.650771081,,0
,24,5,24005,4409,24005440900,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3435,11,1364,3653,328,563,257,44985,7796,3794,292,582,258,50521,11601,3790,241,269,115,69023,9751,0.868059874,0.126000002,0
,24,5,24005,4410,24005441000,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3721,0,1203,3397,416,532,281,51659,4584,3671,497,518,324,51901,3426,3355,478,191,156,59630,16255,0.909782469,0,0
,24,5,24005,4411.01,24005441101,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2162,0,854,2095,182,122,65,57455,16520,2200,196,119,63,55625,10798,2163,165,139,84,59063,15455,0.806338727,0,0
,24,5,24005,4411.02,24005441102,0,2.40054E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4859,3,1833,4843,431,647,352,63187,6805,4928,333,797,418,59934,8188,4966,307,695,296,57422,8877,0.780410051,0.140000001,0
,24,5,24005,4501,24005450100,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4047,12,1565,4040,241,262,140,50823,7412,3813,339,325,130,50921,7156,3728,308,378,131,46420,6483,0.943523228,,0
,24,5,24005,4502,24005450200,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3443,0,1322,3277,280,243,108,55392,8268,3260,264,205,111,60481,19809,3260,195,138,68,59906,14447,0.797155678,,0
,24,5,24005,4503,24005450300,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3486,1,1396,3242,310,294,137,56865,6049,3229,291,422,228,53566,7726,3072,308,424,236,49665,6591,0.865963638,0.090999998,0
,24,5,24005,4504,24005450400,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,2369,197,820,2058,184,247,113,65987,7996,2188,157,229,108,62647,12309,2216,153,286,153,70804,16481,0.706788063,0.112499997,0
,24,5,24005,4505.01,24005450501,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,4135,0,1758,3989,391,697,301,35563,5747,4229,531,727,299,41288,10222,4244,429,586,225,43801,8303,1.133918047,0.161666662,1
,24,5,24005,4505.03,24005450503,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5915,0,2187,5399,595,697,244,45875,11995,6067,600,1021,445,41290,12976,6489,618,1180,479,49688,15573,1.039927363,0.159666657,1
,24,5,24005,4505.04,24005450504,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,5733,0,2586,5266,738,763,348,36913,5375,5051,713,771,423,34679,6302,5260,780,856,453,38761,4233,1.213105917,0.144999996,1
,24,5,24005,4508,24005450800,0,2.40055E+11,1,2710489,12580,METRO12580M12580,44947,45000,45568,3741,74,1642,3789,438,976,500,40545,10082,3973,399,1104,471,32500,12174,3761,374,864,398,38534,10251,1.210532308,0.254000008,1
